PairIndividuals	Rel	Zup	Zdown	P0_mean	Nonnormalized_P0	Nonnormalized_P0_serr	1st_Type	Perc_Win_1stdeg_P0	OverlapNSNPs	NSNPsXNorm	KinshipCoefficient	KinshipCoefficient_95percCI[min,max]
ORT16,ORT21	Unrelated	NA	15.392749290843778	1.0076607334296035	0.24861003639698506	0.001625444141971424	N/A	0.8780487804878049	139572	34435.20110374939	-0.007660733429603495	0.9947478330915036,1.0205736337677034
ORT16,ORT23	Unrelated	NA	19.311190634772803	1.0169555836064477	0.2509032616503944	0.0014143757334083976	N/A	0.8963414634146342	282587	69719.8591000002	-0.016955583606447666	1.0057194590208447,1.0281917081920506
ORT16,ORT24	Unrelated	NA	21.16071457657377	1.0216864528550176	0.2520704616186549	0.0013459129313542315	N/A	0.9329268292682927	326135	80464.0208062599	-0.02168645285501758	1.0109942124404943,1.032378693269541
ORT16,ORT26	Unrelated	NA	22.59199025811449	1.0229160639055668	0.2523738312329404	0.0012740731857058788	N/A	0.8902439024390244	413256	101958.51221828918	-0.022916063905566775	1.012794534875039,1.0330375929360947
ORT16,ORT27	Unrelated	NA	17.136570879682203	1.0003073059822898	0.24679579892134468	0.0013541692122027852	N/A	0.8658536585365854	369905	91262.95434816738	-0.000307305982289785	0.9895494757827915,1.0110651361817882
ORT16,ORT3	Unrelated	NA	19.05992786918801	1.007719898726496	0.24862463365787446	0.0013134704179545633	N/A	0.8780487804878049	374991	92517.77216845847	-0.007719898726495922	0.9972853890647128,1.018154408388279
ORT16,ORT4	Unrelated	NA	17.987588630923764	1.0086817965511254	0.24886195307030945	0.001404967133477487	N/A	0.8719512195121951	258557	63791.17797109829	-0.008681796551125442	0.9975204160370607,1.0198431770651903
ORT16,ORT5	Unrelated	NA	20.275390533033736	1.027060220751941	0.25339627752883337	0.0014700725614593276	N/A	0.9146341463414634	225173	55554.67814557763	-0.027060220751941033	1.015381627814951,1.038738813688931
ORT16,ORT6	Unrelated	NA	19.69488478135609	1.007491642616235	0.24856831831482576	0.0012682651540628924	N/A	0.8902439024390244	429914	106068.37365171606	-0.007491642616235028	0.9974162539185736,1.0175670313138965
ORT16,ORT7	Unrelated	NA	17.609488731502854	1.0032220418572713	0.24751492249927795	0.001358639119551988	N/A	0.8963414634146342	332384	82005.77396375086	-0.003222041857271263	0.9924287016906013,1.0140153820239413
ORT16,ORT8	Unrelated	NA	19.713214760322728	1.009510168489378	0.2490663289786752	0.0012923486633242501	N/A	0.9024390243902439	404318	99753.32903351492	-0.009510168489377913	0.9992434548812791,1.0197768820974769
ORT16,ORT9	Unrelated	NA	16.010857027272024	0.9898591679424041	0.24421803450897547	0.001288379019342345	N/A	0.8841463414634146	344606	85021.18556414367	0.010140832057595861	0.9796239900947737,1.0000943457900346
ORT18,ORT2	Unrelated	NA	12.562473866491887	1.0003370414572625	0.246803135257147	0.001847817019999192	N/A	0.8414634146341463	96579	23827.968986609147	-0.00033704145726254353	0.9856575600735745,1.0150165228409505
ORT18,ORT21	Unrelated	NA	11.465205761892067	0.9893494528334527	0.24409227760728772	0.0017882187027192119	N/A	0.8414634146341463	103297	25485.433814905573	0.010650547166547342	0.9751434341246625,1.0035554715422428
ORT18,ORT23	Unrelated	NA	15.720715386693568	1.0016872858933958	0.24713626753795886	0.0014977871378894626	N/A	0.9024390243902439	208120	51347.36231989455	-0.0016872858933958401	0.9897885220172057,1.0135860497695859
ORT18,ORT24	Unrelated	NA	15.65462618423635	0.9968651248962753	0.24594654407128572	0.001428112148755729	N/A	0.8597560975609756	239487	59086.22794495765	0.003134875103724677	0.9855198750828021,1.0082103747097484
